date,discharged,hospitalized,death
2021-03-26,973.0,30.0,10.0
2021-03-27,978.0,32.0,10.0
2021-03-28,979.0,33.0,10.0
2021-03-29,979.0,34.0,10.0
2021-03-30,981.0,33.0,10.0
2021-03-31,981.0,39.0,10.0
2021-04-01,983.0,43.0,10.0
2021-04-02,987.0,42.0,10.0
2021-04-03,992.0,43.0,10.0
2021-04-04,997.0,40.0,10.0
2021-04-05,1004.0,34.0,10.0
2021-04-06,1004.0,36.0,10.0
2021-04-07,1004.0,36.0,10.0
2021-04-08,1007.0,33.0,10.0
2021-04-09,1018.0,25.0,11.0
2021-04-10,1020.0,25.0,11.0
2021-04-11,1022.0,24.0,11.0
2021-04-12,1026.0,21.0,11.0
2021-04-13,1027.0,24.0,11.0
2021-04-14,1029.0,27.0,11.0
2021-04-15,1031.0,26.0,11.0
2021-04-16,1032.0,27.0,11.0
2021-04-17,1033.0,28.0,11.0
2021-04-18,1033.0,29.0,11.0
2021-04-19,1034.0,31.0,11.0
2021-04-20,1038.0,29.0,11.0
2021-04-21,1038.0,32.0,12.0
2021-04-22,1041.0,33.0,12.0
2021-04-23,1044.0,34.0,12.0
2021-04-24,1045.0,40.0,12.0
2021-04-25,1045.0,43.0,12.0
2021-04-26,1046.0,46.0,12.0
2021-04-27,1050.0,48.0,12.0
2021-04-28,1050.0,54.0,12.0
2021-04-29,1051.0,58.0,12.0
2021-04-30,1053.0,63.0,12.0
2021-05-01,1053.0,67.0,12.0
2021-05-02,1055.0,70.0,12.0
2021-05-03,1058.0,75.0,12.0
2021-05-04,1067.0,74.0,12.0
2021-05-05,1074.0,74.0,12.0
2021-05-06,1075.0,86.0,12.0
2021-05-07,1077.0,89.0,12.0
2021-05-08,1082.0,89.0,12.0
2021-05-09,1089.0,83.0,12.0
2021-05-10,1089.0,98.0,12.0
2021-05-11,1093.0,105.0,12.0
2021-05-12,1097.0,122.0,12.0
2021-05-13,1102.0,142.0,12.0
2021-05-14,1107.0,172.0,12.0
2021-05-15,1116.0,353.0,12.0
2021-05-16,1116.0,635.0,12.0
2021-05-17,1123.0,1161.0,15.0
2021-05-18,1127.0,1616.0,15.0
2021-05-19,1133.0,2141.0,17.0
2021-05-20,1133.0,2616.0,23.0
2021-05-21,1133.0,3042.0,31.0
2021-05-22,1133.0,3509.0,38.0
2021-05-23,1133.0,3987.0,48.0
2021-05-24,1133.0,4478.0,63.0
2021-05-25,1133.0,4964.0,77.0
2021-05-26,1133.0,5482.0,93.0
2021-05-27,1133.0,5992.0,114.0
2021-05-28,1133.0,6387.0,134.0
2021-05-29,1133.0,6785.0,155.0
2021-05-30,1133.0,7189.0,176.0
2021-05-31,1133.0,7547.0,216.0
2021-06-01,1133.0,7861.0,238.0
2021-06-02,1133.0,8319.0,266.0
2021-06-03,1133.0,8710.0,289.0
2021-06-04,1133.0,9014.0,318.0
2021-06-05,1133.0,9466.0,335.0
2021-06-06,1133.0,9752.0,362.0
2021-06-07,1133.0,9922.0,396.0
2021-06-08,1133.0,10122.0,415.0
2021-06-09,1133.0,10370.0,440.0
2021-06-10,1133.0,10621.0,454.0
2021-06-11,1133.0,10894.0,468.0
2021-06-12,1133.0,11126.0,488.0
2021-06-13,1133.0,11282.0,508.0
2021-06-14,6935.0,5645.0,529.0
2021-06-15,7321.0,5377.0,546.0
2021-06-16,7506.0,5347.0,560.0
2021-06-17,7864.0,5155.0,571.0
2021-06-18,8006.0,5185.0,585.0
2021-06-19,8322.0,4983.0,599.0
2021-06-20,8629.0,4775.0,609.0
2021-06-21,8667.0,4803.0,619.0
2021-06-22,9220.0,4322.0,625.0
2021-06-23,10174.0,3463.0,634.0
2021-06-24,10421.0,3339.0,641.0
2021-06-25,10783.0,3051.0,647.0
2021-06-26,11049.0,2864.0,659.0
2021-06-27,11049.0,2953.0,665.0
2021-06-28,11049.0,2964.0,675.0
2021-06-29,11219.0,2840.0,683.0
2021-06-30,11329.0,2780.0,689.0
2021-07-01,11439.0,2711.0,698.0
2021-07-02,11480.0,2719.0,707.0
2021-07-03,11684.0,2589.0,713.0
2021-07-04,12001.0,2306.0,718.0
2021-07-05,12141.0,2188.0,727.0
2021-07-06,12313.0,2037.0,735.0
2021-07-07,12410.0,1973.0,742.0
2021-07-08,12589.0,1809.0,748.0
2021-07-09,12669.0,1761.0,751.0
2021-07-10,12831.0,1626.0,757.0
2021-07-11,12935.0,1548.0,762.0
2021-07-12,12983.0,1516.0,770.0
2021-07-13,13034.0,1492.0,772.0
2021-07-14,13097.0,1455.0,773.0
2021-07-15,13216.0,1349.0,778.0
2021-07-16,13264.0,1329.0,782.0
2021-07-17,13340.0,1263.0,784.0
2021-07-18,13376.0,1243.0,786.0
2021-07-19,13401.0,1236.0,789.0
2021-07-20,13481.0,1176.0,793.0
2021-07-21,13515.0,1165.0,795.0
2021-07-22,13589.0,1121.0,797.0
2021-07-23,13634.0,1100.0,797.0
2021-07-24,13676.0,1080.0,800.0
2021-07-25,13688.0,1077.0,804.0
2021-07-26,13736.0,1039.0,805.0
2021-07-27,13797.0,994.0,806.0
2021-07-28,13819.0,991.0,807.0
2021-07-29,13934.0,892.0,809.0
2021-07-30,13950.0,897.0,813.0
2021-07-31,13989.0,867.0,816.0
2021-08-01,14012.0,857.0,817.0
2021-08-02,14017.0,865.0,818.0
2021-08-03,14062.0,839.0,818.0
2021-08-04,14090.0,829.0,821.0
2021-08-05,14134.0,796.0,821.0
2021-08-06,14151.0,790.0,822.0
2021-08-07,14186.0,764.0,823.0
2021-08-08,14199.0,757.0,824.0
2021-08-09,14229.0,735.0,824.0
2021-08-10,14236.0,736.0,824.0
2021-08-11,14244.0,744.0,824.0
2021-08-12,14254.0,740.0,824.0
2021-08-13,14275.0,736.0,825.0
2021-08-14,14317.0,699.0,827.0
2021-08-15,14305.0,719.0,828.0
2021-08-16,14311.0,723.0,828.0
2021-08-17,14328.0,723.0,829.0
2021-08-18,14347.0,713.0,831.0
2021-08-19,14678.0,388.0,831.0
2021-08-20,14683.0,390.0,833.0
2021-08-21,14714.0,369.0,833.0
2021-08-22,14713.0,379.0,834.0
2021-08-23,14734.0,364.0,834.0
2021-08-24,14754.0,350.0,834.0
2021-08-25,14759.0,346.0,834.0
2021-08-26,14777.0,336.0,834.0
2021-08-27,14802.0,317.0,835.0
2021-08-28,14807.0,318.0,835.0
2021-08-29,14806.0,342.0,835.0
2021-08-30,14806.0,348.0,837.0
2021-08-31,14809.0,349.0,837.0
2021-09-01,14825.0,339.0,837.0
2021-09-02,14825.0,344.0,837.0
2021-09-03,14861.0,314.0,837.0
2021-09-04,14878.0,298.0,837.0
2021-09-05,14884.0,297.0,838.0
2021-09-06,14875.0,322.0,838.0
2021-09-07,14875.0,333.0,839.0
2021-09-08,14875.0,342.0,839.0
2021-09-09,14875.0,348.0,839.0
2021-09-10,14875.0,354.0,840.0
2021-09-11,14875.0,359.0,840.0
2021-09-12,14875.0,373.0,840.0
2021-09-13,14875.0,378.0,840.0
2021-09-14,14875.0,383.0,840.0
2021-09-15,14875.0,388.0,840.0
2021-09-16,14875.0,400.0,840.0
2021-09-17,14875.0,408.0,840.0
2021-09-18,14875.0,414.0,840.0
2021-09-19,14875.0,426.0,840.0
2021-09-20,14875.0,431.0,841.0
2021-09-21,14875.0,436.0,841.0
2021-09-22,14875.0,443.0,841.0
2021-09-23,14875.0,452.0,841.0
2021-09-24,14875.0,460.0,841.0
2021-09-25,14875.0,464.0,842.0
2021-09-26,14875.0,472.0,842.0
2021-09-27,14875.0,481.0,842.0
2021-09-28,14875.0,488.0,842.0
2021-09-29,14875.0,498.0,843.0
2021-09-30,14875.0,505.0,843.0
2021-10-01,14875.0,516.0,843.0
2021-10-02,14875.0,526.0,843.0
2021-10-03,14875.0,532.0,843.0
2021-10-04,,,
